Item Fat Content	Item Identifier	Item Type	Outlet Establishment Year	Outlet Identifier	Outlet Location Type	Outlet Size	Outlet Type	Total Sales	Rating
Low Fat	NCW18	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	238.1248	4
Low Fat	NCD18	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	229.8668	4
Low Fat	NCW06	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	190.8162	4
Low Fat	NCT06	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	166.2842	4
Low Fat	NCR38	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	253.4724	4
Low Fat	NCI55	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	123.1414	4
Low Fat	NCA30	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	188.8872	4
Low Fat	NCG42	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	131.231	4
Low Fat	NCO30	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	185.6608	4
Low Fat	NCB18	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	87.0514	4
Low Fat	NCY30	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	180.0976	4
Low Fat	NCE54	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	76.7354	4
Low Fat	FDP27	Meat	2017	OUT035	Tier 2	Small	Supermarket Type1	190.853	4
Low Fat	FDL43	Meat	2017	OUT035	Tier 2	Small	Supermarket Type1	76.467	4
Low Fat	FDK15	Meat	2017	OUT035	Tier 2	Small	Supermarket Type1	100.8042	4
Low Fat	FDI19	Meat	2017	OUT035	Tier 2	Small	Supermarket Type1	243.1512	4
Low Fat	FDU39	Meat	2017	OUT035	Tier 2	Small	Supermarket Type1	60.4562	4
Low Fat	NCL31	Others	2017	OUT035	Tier 2	Small	Supermarket Type1	141.547	4
Low Fat	NCK19	Others	2017	OUT035	Tier 2	Small	Supermarket Type1	194.5478	4
Low Fat	NCL55	Others	2017	OUT035	Tier 2	Small	Supermarket Type1	253.404	4
Low Fat	NCP55	Others	2017	OUT035	Tier 2	Small	Supermarket Type1	53.8614	4
Low Fat	FDH21	Seafood	2017	OUT035	Tier 2	Small	Supermarket Type1	156.9604	4
Low Fat	FDI57	Seafood	2017	OUT035	Tier 2	Small	Supermarket Type1	196.3768	4
Low Fat	FDQ57	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	145.076	4
Low Fat	FDR33	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	108.157	4
Low Fat	FDQ58	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	153.734	4
Low Fat	FDM46	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	93.912	4
Low Fat	FDW33	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	105.828	4
Low Fat	FDV09	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	148.2734	4
Low Fat	FDU22	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	118.7124	4
Low Fat	FDP34	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	155.463	4
Low Fat	FDQ33	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	149.3708	4
Low Fat	FDA46	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	194.2136	4
Low Fat	FDN09	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	243.7828	4
Low Fat	FDC47	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	229.4694	4
Low Fat	FDK09	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	229.0352	4
Low Fat	FDT57	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	235.5248	4
Low Fat	FDT45	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	53.3956	4
Low Fat	FDY45	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	253.0356	4
Low Fat	FDZ09	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	161.8868	4
Low Fat	FDO34	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	169.0816	4
Low Fat	FDZ58	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	121.7072	4
Low Fat	FDN57	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	142.0154	4
Low Fat	FDN45	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	222.6088	4
Low Fat	FDV58	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	197.5452	4
Low Fat	DRE12	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	111.986	4
Low Fat	DRD25	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	111.986	4
Low Fat	DRF25	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	35.919	4
Low Fat	DRJ24	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	187.0924	4
Low Fat	DRK49	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	41.0138	4
Low Fat	DRM37	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	196.5768	4
Low Fat	DRH37	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	165.4526	4
Low Fat	DRC12	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	191.6188	4
Low Fat	FDF59	Starchy Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	128.102	4
Regular	FDZ36	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	185.324	4
Regular	FDT24	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	78.5328	4
Regular	FDJ36	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	104.1332	4
Regular	FDU12	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	265.5568	4
Regular	FDX11	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	183.6634	4
Regular	FDK60	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	95.7068	4
Regular	FDX12	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	241.2196	4
Regular	FDJ60	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	163.9184	4
Regular	FDU60	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	168.5132	4
Regular	FDZ47	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	100.1042	4
Regular	FDS24	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	88.1514	4
Regular	FDQ11	Breads	2017	OUT035	Tier 2	Small	Supermarket Type1	258.8988	4
Regular	FDZ35	Breads	2017	OUT035	Tier 2	Small	Supermarket Type1	101.699	4
Regular	FDR11	Breads	2017	OUT035	Tier 2	Small	Supermarket Type1	158.7578	4
Regular	FDR59	Breads	2017	OUT035	Tier 2	Small	Supermarket Type1	260.4594	4
Regular	FDX49	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	232.23	4
Regular	FDF26	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	154.9998	4
Regular	FDA37	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	125.5046	4
Regular	FDJ26	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	215.5218	4
Regular	FDA25	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	104.599	4
Regular	FDY49	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	163.1184	4
Regular	FDU49	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	85.754	4
Regular	FDE50	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	188.2556	4
Regular	FDW14	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	87.7198	4
Regular	FDC03	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	194.1794	4
Regular	FDY02	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	263.491	4
Regular	FDC51	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	121.673	4
Regular	FDB04	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	88.3856	4
Regular	FDW26	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	220.3772	4
Regular	FDC40	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	76.1986	4
Regular	FDL39	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	180.9318	4
Regular	FDU26	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	117.2782	4
Regular	FDD52	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	108.557	4
Regular	FDF40	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	248.1092	4
Regular	FDV26	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	197.0794	4
Regular	FDY26	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	212.6244	4
Regular	FDL51	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	215.9876	4
Regular	FDP40	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	112.7544	4
Regular	FDR16	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	213.2218	4
Regular	FDV04	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	158.8288	4
Regular	FDI53	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	161.5236	4
Regular	FDX52	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	194.782	4
Regular	FDC05	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	196.3768	4
Regular	FDI04	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	198.1426	4
Regular	FDP28	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	259.6936	4
Regular	FDR28	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	165.121	4
Regular	FDW40	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	143.2812	4
Regular	FDH28	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	38.8506	4
Regular	FDA28	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	126.1362	4
Regular	FDV28	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	32.0558	4
Regular	FDB41	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	47.7718	4
Regular	FDS56	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	262.0252	4
Regular	FDT07	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	257.633	4
Regular	FDV44	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	191.6188	4
Regular	FDC33	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	196.9768	4
Regular	FDE20	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	169.279	4
Regular	FDF57	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	169.6448	4
Regular	FDD56	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	177.0054	4
Regular	FDQ32	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	125.1388	4
Regular	FDW32	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	86.3882	4
Regular	FDX07	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	181.195	4
Regular	FDP31	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	62.9168	4
Regular	FDW39	Meat	2017	OUT035	Tier 2	Small	Supermarket Type1	175.137	4
Regular	FDM15	Meat	2017	OUT035	Tier 2	Small	Supermarket Type1	149.5366	4
Regular	FDM51	Meat	2017	OUT035	Tier 2	Small	Supermarket Type1	101.9674	4
Regular	FDI07	Meat	2017	OUT035	Tier 2	Small	Supermarket Type1	199.0426	4
Regular	FDQ03	Meat	2017	OUT035	Tier 2	Small	Supermarket Type1	238.0248	4
Regular	FDN51	Meat	2017	OUT035	Tier 2	Small	Supermarket Type1	260.2936	4
Regular	FDQ15	Meat	2017	OUT035	Tier 2	Small	Supermarket Type1	79.2276	4
Regular	FDJ10	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	139.7838	4
Regular	FDM45	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	122.6756	4
Regular	FDQ45	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	183.8608	4
Regular	FDB46	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	211.9244	4
Regular	FDG58	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	156.7972	4
Regular	FDO21	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	226.9404	4
Regular	FDO22	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	78.396	4
Regular	FDO10	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	58.8588	4
Regular	FDM22	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	54.064	4
Regular	FDL57	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	257.9304	4
Regular	FDT09	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	131.7284	4
Regular	FDY22	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	142.4128	4
Regular	FDZ21	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	98.241	4
Regular	FDE23	Starchy Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	45.606	4
Regular	DRC36	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	176.2054	4
Low Fat	FDA50	Dairy	2011	OUT010	Tier 3	Medium	Grocery Store	95.441	4
Low Fat	FDW28	Frozen Foods	2011	OUT010	Tier 3	Medium	Grocery Store	197.2452	4
Low Fat	FDX43	Fruits and Vegetables	2011	OUT010	Tier 3	Medium	Grocery Store	167.95	4
Low Fat	FDP19	Fruits and Vegetables	2011	OUT010	Tier 3	Medium	Grocery Store	130.6652	4
Low Fat	NCC54	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	239.3196	4
Low Fat	NCX53	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	140.4154	4
Low Fat	NCQ30	Household	2011	OUT010	Tier 3	Medium	Grocery Store	123.7414	4
Low Fat	NCA29	Household	2011	OUT010	Tier 3	Medium	Grocery Store	169.8106	4
Low Fat	NCN26	Household	2011	OUT010	Tier 3	Medium	Grocery Store	117.5808	4
Low Fat	NCJ18	Household	2011	OUT010	Tier 3	Medium	Grocery Store	117.1124	4
Low Fat	FDF58	Snack Foods	2011	OUT010	Tier 3	Medium	Grocery Store	62.151	4
Low Fat	FDV24	Baking Goods	2011	OUT010	Tier 3	Medium	Grocery Store	148.205	4
Low Fat	FDX23	Baking Goods	2011	OUT010	Tier 3	Medium	Grocery Store	95.0436	4
Low Fat	FDJ48	Baking Goods	2011	OUT010	Tier 3	Medium	Grocery Store	245.3118	4
Low Fat	FDE24	Baking Goods	2011	OUT010	Tier 3	Medium	Grocery Store	142.0812	4
Low Fat	FDL36	Baking Goods	2011	OUT010	Tier 3	Medium	Grocery Store	88.283	4
Low Fat	FDS48	Baking Goods	2011	OUT010	Tier 3	Medium	Grocery Store	149.6708	4
Low Fat	FDV36	Baking Goods	2011	OUT010	Tier 3	Medium	Grocery Store	125.902	4
Low Fat	FDU48	Baking Goods	2011	OUT010	Tier 3	Medium	Grocery Store	131.4284	4
Low Fat	FDM13	Breakfast	2011	OUT010	Tier 3	Medium	Grocery Store	130.5626	4
Low Fat	FDO37	Breakfast	2011	OUT010	Tier 3	Medium	Grocery Store	230.2326	4
Low Fat	DRE27	Dairy	2011	OUT010	Tier 3	Medium	Grocery Store	99.6726	4
Low Fat	DRG03	Dairy	2011	OUT010	Tier 3	Medium	Grocery Store	155.1998	4
Low Fat	DRH03	Dairy	2011	OUT010	Tier 3	Medium	Grocery Store	91.612	4
Low Fat	FDX50	Dairy	2011	OUT010	Tier 3	Medium	Grocery Store	109.6228	4
Low Fat	FDK28	Frozen Foods	2011	OUT010	Tier 3	Medium	Grocery Store	256.0646	4
Low Fat	FDK40	Frozen Foods	2011	OUT010	Tier 3	Medium	Grocery Store	263.291	4
Low Fat	FDD17	Frozen Foods	2011	OUT010	Tier 3	Medium	Grocery Store	237.1906	4
Low Fat	FDM28	Frozen Foods	2011	OUT010	Tier 3	Medium	Grocery Store	181.366	4
Low Fat	FDO40	Frozen Foods	2011	OUT010	Tier 3	Medium	Grocery Store	150.2392	4
Low Fat	FDX16	Frozen Foods	2011	OUT010	Tier 3	Medium	Grocery Store	150.205	4
Low Fat	FDQ56	Fruits and Vegetables	2011	OUT010	Tier 3	Medium	Grocery Store	82.7908	4
Low Fat	FDY32	Fruits and Vegetables	2011	OUT010	Tier 3	Medium	Grocery Store	165.021	4
Low Fat	FDK56	Fruits and Vegetables	2011	OUT010	Tier 3	Medium	Grocery Store	186.7898	4
Low Fat	FDM44	Fruits and Vegetables	2011	OUT010	Tier 3	Medium	Grocery Store	103.699	4
Low Fat	FDG57	Fruits and Vegetables	2011	OUT010	Tier 3	Medium	Grocery Store	49.4034	4
Low Fat	FDZ20	Fruits and Vegetables	2011	OUT010	Tier 3	Medium	Grocery Store	253.7356	4
Low Fat	FDR07	Fruits and Vegetables	2011	OUT010	Tier 3	Medium	Grocery Store	96.2094	4
Low Fat	DRI11	Hard Drinks	2011	OUT010	Tier 3	Medium	Grocery Store	113.7834	4
Low Fat	DRM47	Hard Drinks	2011	OUT010	Tier 3	Medium	Grocery Store	189.1846	4
Low Fat	DRJ11	Hard Drinks	2011	OUT010	Tier 3	Medium	Grocery Store	189.9872	4
Low Fat	DRJ59	Hard Drinks	2011	OUT010	Tier 3	Medium	Grocery Store	38.8164	4
Low Fat	DRL35	Hard Drinks	2011	OUT010	Tier 3	Medium	Grocery Store	43.377	4
Low Fat	NCU53	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	165.7842	4
Low Fat	NCK29	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	121.373	4
Low Fat	NCJ17	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	84.4224	4
Low Fat	NCV53	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	239.088	4
Low Fat	NCL29	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	159.1604	4
Low Fat	NCV05	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	153.3656	4
Low Fat	NCM29	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	132.6626	4
Low Fat	NCZ17	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	37.6506	4
Low Fat	NCO41	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	99.0384	4
Low Fat	NCP17	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	65.3168	4
Low Fat	NCP05	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	150.9024	4
Low Fat	NCJ43	Household	2011	OUT010	Tier 3	Medium	Grocery Store	173.1396	4
Low Fat	NCE31	Household	2011	OUT010	Tier 3	Medium	Grocery Store	33.2216	4
Low Fat	NCD43	Household	2011	OUT010	Tier 3	Medium	Grocery Store	103.7964	4
Low Fat	NCO14	Household	2011	OUT010	Tier 3	Medium	Grocery Store	44.2086	4
Low Fat	NCH54	Household	2011	OUT010	Tier 3	Medium	Grocery Store	161.692	4
Low Fat	NCX18	Household	2011	OUT010	Tier 3	Medium	Grocery Store	196.911	4
Low Fat	NCL06	Household	2011	OUT010	Tier 3	Medium	Grocery Store	261.7594	4
Low Fat	NCN30	Household	2011	OUT010	Tier 3	Medium	Grocery Store	98.141	4
Low Fat	NCQ54	Household	2011	OUT010	Tier 3	Medium	Grocery Store	166.8474	4
Low Fat	NCF54	Household	2011	OUT010	Tier 3	Medium	Grocery Store	170.5422	4
Low Fat	NCW42	Household	2011	OUT010	Tier 3	Medium	Grocery Store	221.8456	4
Low Fat	NCA30	Household	2011	OUT010	Tier 3	Medium	Grocery Store	190.1872	4
Low Fat	NCG43	Household	2011	OUT010	Tier 3	High	Grocery Store	93.6462	4
Low Fat	NCR30	Household	2011	OUT010	Tier 3	High	Grocery Store	75.0696	4
Low Fat	FDJ07	Meat	2011	OUT010	Tier 3	High	Grocery Store	117.415	4
Low Fat	FDK15	Meat	2011	OUT010	Tier 3	High	Grocery Store	98.4042	4
Low Fat	FDP39	Meat	2011	OUT010	Tier 3	High	Grocery Store	53.5324	4
Low Fat	FDI19	Meat	2011	OUT010	Tier 3	High	Grocery Store	242.2512	4
Low Fat	NCP55	Others	2011	OUT010	Tier 3	High	Grocery Store	56.4614	4
Low Fat	NCN14	Others	2011	OUT010	Tier 3	High	Grocery Store	185.1608	4
Low Fat	FDF33	Seafood	2011	OUT010	Tier 3	High	Grocery Store	107.5596	4
Low Fat	FDF22	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	212.3218	4
Low Fat	FDX21	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	108.7912	4
Low Fat	FDE34	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	182.2634	4
Low Fat	FDI22	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	210.2612	4
Low Fat	FDR21	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	174.937	4
Low Fat	FDH10	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	191.8478	4
Low Fat	FDW10	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	175.037	4
Low Fat	DRG49	Soft Drinks	2011	OUT010	Tier 3	High	Grocery Store	243.5486	4
Low Fat	DRE01	Soft Drinks	2011	OUT010	Tier 3	High	Grocery Store	241.8512	4
Low Fat	DRI37	Soft Drinks	2011	OUT010	Tier 3	High	Grocery Store	57.3904	4
Regular	FDY24	Baking Goods	2011	OUT010	Tier 3	High	Grocery Store	52.2298	4
Regular	FDT24	Baking Goods	2011	OUT010	Tier 3	High	Grocery Store	79.2328	4
Regular	FDU12	Baking Goods	2011	OUT010	Tier 3	High	Grocery Store	262.1568	4
Regular	FDU60	Baking Goods	2011	OUT010	Tier 3	High	Grocery Store	169.6132	4
Regular	FDQ47	Breads	2011	OUT010	Tier 3	High	Grocery Store	33.8874	4
Regular	FDO11	Breads	2011	OUT010	Tier 3	High	Grocery Store	249.9092	4
Regular	FDM25	Breakfast	2011	OUT010	Tier 3	High	Grocery Store	173.7712	4
Regular	FDN49	Breakfast	2011	OUT010	Tier 3	High	Grocery Store	40.348	4
Regular	FDI38	Canned	2011	OUT010	Tier 3	High	Grocery Store	205.7638	4
Regular	FDC14	Canned	2011	OUT010	Tier 3	High	Grocery Store	41.4454	4
Regular	FDH14	Canned	2011	OUT010	Tier 3	High	Grocery Store	141.8838	4
Regular	FDV01	Canned	2011	OUT010	Tier 3	High	Grocery Store	153.8314	4
Regular	FDZ26	Dairy	2011	OUT010	Tier 3	High	Grocery Store	238.5222	4
Regular	FDB40	Dairy	2011	OUT010	Tier 3	High	Grocery Store	144.8102	4
Regular	FDY26	Dairy	2011	OUT010	Tier 3	High	Grocery Store	213.0244	4
Regular	FDE28	Frozen Foods	2011	OUT010	Tier 3	High	Grocery Store	231.8668	4
Regular	FDW40	Frozen Foods	2011	OUT010	Tier 3	High	Grocery Store	140.7812	4
Regular	FDB41	Frozen Foods	2011	OUT010	Tier 3	High	Grocery Store	46.8718	4
Regular	FDH53	Frozen Foods	2011	OUT010	Tier 3	High	Grocery Store	83.9592	4
Regular	FDN08	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	116.6466	4
Regular	FDW44	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	170.2448	4
Regular	FDM08	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	225.5088	4
Regular	FDZ08	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	80.8592	4
Regular	FDS19	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	77.8012	4
Regular	FDC21	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	106.8254	4
Regular	FDZ07	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	62.2194	4
Regular	FDD56	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	175.8054	4
Regular	FDL32	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	111.0544	4
Regular	FDT56	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	55.9246	4
Regular	FDY56	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	227.1062	4
Regular	FDP44	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	102.2332	4
Regular	FDW32	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	87.5882	4
Regular	FDR20	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	46.4744	4
Regular	FDX31	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	234.0958	4
Regular	FDJ20	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	124.2388	4
Regular	FDP03	Meat	2011	OUT010	Tier 3	High	Grocery Store	122.1388	4
Regular	FDY39	Meat	2011	OUT010	Tier 3	High	Grocery Store	183.5608	4
Regular	FDT51	Meat	2011	OUT010	Tier 3	High	Grocery Store	110.8544	4
Regular	FDX39	Meat	2011	OUT010	Tier 3	High	Grocery Store	210.1586	4
Regular	FDQ51	Meat	2011	OUT010	Tier 3	High	Grocery Store	46.1718	4
Regular	FDU27	Meat	2011	OUT010	Tier 3	High	Grocery Store	48.8376	4
Regular	FDJ57	Seafood	2011	OUT010	Tier 3	High	Grocery Store	186.5582	4
Regular	FDS45	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	106.7622	4
Regular	FDF34	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	197.6084	4
Regular	FDG58	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	156.8972	4
Regular	FDG34	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	106.7254	4
Regular	FDW09	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	80.2302	4
Regular	FDT10	Snack Foods	2011	OUT010	Tier 3	Small	Grocery Store	58.8562	4
Regular	DRA59	Soft Drinks	2011	OUT010	Tier 3	Small	Grocery Store	183.9924	4
Regular	DRA24	Soft Drinks	2011	OUT010	Tier 3	Small	Grocery Store	163.8868	4
Regular	DRL01	Soft Drinks	2011	OUT010	Tier 3	Small	Grocery Store	233.9958	4
Regular	FDD47	Starchy Foods	2011	OUT010	Tier 3	Small	Grocery Store	171.8448	4
Regular	FDH47	Starchy Foods	2011	OUT010	Tier 3	Small	Grocery Store	98.6068	4
low fat	DRK59	Hard Drinks	2011	OUT010	Tier 3	Small	Grocery Store	235.5616	4
low fat	NCX54	Household	2011	OUT010	Tier 3	Small	Grocery Store	107.7622	4
low fat	NCI31	Others	2011	OUT010	Tier 3	Small	Grocery Store	38.319	4
Regular	FDM12	Baking Goods	2011	OUT010	Tier 3	Small	Grocery Store	189.2214	4
Regular	FDL14	Canned	2011	OUT010	Tier 3	Small	Grocery Store	155.2972	4
Regular	FDL52	Frozen Foods	2011	OUT010	Tier 3	Small	Grocery Store	39.8506	4
Regular	FDF56	Fruits and Vegetables	2011	OUT010	Tier 3	Small	Grocery Store	182.3976	4
